,mainframe,framedata,datatocompare,comparison
1943,139,141,159,True
1944,139,141,159,True
1945,139,141,159,True
1946,139,141,159,True
1947,141,141,161,True
1948,142,141,162,True
1949,142,141,162,True
1950,142,141,162,True
1951,142,141,162,True
1952,141,141,161,True
1953,141,141,161,True
1954,139,141,159,True
1955,139,141,159,True
1956,139,141,159,True
1957,139,141,159,True
1958,139,141,159,True
1959,139,141,159,True
1960,141,141,161,True
1961,141,141,161,True
1962,141,141,161,True
1963,141,141,161,True
1964,141,141,161,True
1965,141,141,161,True
1966,142,141,162,True
1967,142,141,162,True
1968,142,141,162,True
1969,142,141,162,True
1970,142,141,162,True
1971,141,141,161,True
1972,141,141,161,True
1973,139,141,159,True
1974,138,141,158,True
1975,138,141,158,True
1976,138,141,158,True
1977,138,141,158,True
1978,138,141,158,True
1979,139,141,159,True
1980,141,142,161,True
1981,141,142,161,True
1982,141,142,161,True
1983,141,142,161,True
1984,141,142,161,True
1985,141,142,161,True
1986,140,142,160,True
1987,140,142,160,True
1988,140,142,160,True
1989,140,142,160,True
1990,139,142,159,True
1991,139,142,159,True
1992,141,142,161,True
1993,141,142,161,True
1994,141,142,161,True
1995,141,142,161,True
1996,141,142,161,True
1997,141,142,161,True
1998,141,142,161,True
1999,141,142,161,True
2000,139,141,159,True
2001,139,141,159,True
2002,139,141,159,True
2003,139,141,159,True
2004,139,141,159,True
2005,139,141,159,True
2006,139,141,159,True
2007,139,141,159,True
2008,141,142,161,True
2009,141,142,161,True
2010,142,142,162,True
2011,142,142,162,True
2012,142,142,162,True
2013,142,142,162,True
2014,142,141,162,True
2015,142,141,162,True
2016,141,142,161,True
2017,141,142,161,True
2018,141,142,161,True
2019,139,142,159,True
2020,138,142,158,True
2021,138,142,158,True
2022,138,142,158,True
2023,139,142,159,True
2024,139,142,159,True
2025,141,142,161,True
2026,142,142,162,True
2027,142,142,162,True
2028,142,142,162,True
2029,142,142,162,True
2030,142,142,162,True
2031,142,142,162,True
2032,141,142,161,True
2033,141,142,161,True
2034,141,142,161,True
2035,141,142,161,True
2036,141,142,161,True
2037,141,142,161,True
2038,141,142,161,True
2039,141,142,161,True
2040,141,142,161,True
2041,141,142,161,True
2042,141,142,161,True
2043,141,142,161,True
2044,141,142,161,True
2045,141,142,161,True
2046,141,142,161,True
2047,139,142,159,True
2048,139,141,159,True
2049,139,141,159,True
2050,138,141,158,True
2051,138,141,158,True
2052,138,141,158,True
2053,138,141,158,True
2054,138,141,158,True
2055,139,141,159,True
2056,139,141,159,True
2057,139,141,159,True
2058,141,141,161,True
2059,141,141,161,True
2060,141,141,161,True
2061,141,141,161,True
2062,141,141,161,True
2063,141,141,161,True
2064,141,141,161,True
2065,141,141,161,True
2066,141,141,161,True
2067,141,141,161,True
2068,141,141,161,True
2069,141,141,161,True
2070,141,141,161,True
2071,141,141,161,True
2072,141,141,161,True
2073,141,141,161,True
2074,141,141,161,True
2075,141,141,161,True
2076,141,141,161,True
2077,141,141,161,True
2078,141,141,161,True
2079,141,141,161,True
2080,141,141,161,True
2081,141,141,161,True
2082,141,141,161,True
2083,141,141,161,True
2084,141,141,161,True
2085,141,141,161,True
2086,141,141,161,True
2087,141,141,161,True
2088,141,141,161,True
2089,141,141,161,True
2090,141,141,161,True
2091,141,141,161,True
2092,141,141,161,True
2093,141,141,161,True
2094,141,141,161,True
2095,141,141,161,True
2096,141,141,161,True
2097,141,141,161,True
2098,141,141,161,True
2099,141,141,161,True
2100,141,141,161,True
2101,141,141,161,True
2102,141,141,161,True
2103,141,141,161,True
2104,141,141,161,True
2105,141,141,161,True
2106,141,141,161,True
2107,141,141,161,True
2108,141,141,161,True
2109,141,141,161,True
2110,141,141,161,True
2111,139,141,159,True
2112,139,141,159,True
2113,139,141,159,True
2114,138,139,158,True
2115,138,139,158,True
2116,138,139,158,True
2117,138,139,158,True
2118,138,139,158,True
2119,138,139,158,True
2120,139,141,159,True
2121,139,141,159,True
2122,139,141,159,True
2123,139,141,159,True
2124,139,141,159,True
2125,139,141,159,True
2126,139,141,159,True
2127,139,141,159,True
2128,139,139,159,True
2129,139,139,159,True
2130,139,139,159,True
2131,141,141,161,True
2132,142,141,162,True
2133,142,142,162,True
2134,144,144,164,True
2135,145,144,165,True
2136,144,145,164,True
2137,143,144,163,True
2138,141,142,161,True
2139,142,142,162,True
2140,148,144,168,True
2141,152,148,172,True
2142,156,152,176,True
2143,156,155,176,True
2144,134,152,154,True
2145,116,132,136,True
2146,96,110,116,True
2147,99,97,119,True
2148,115,102,135,True
2149,129,117,149,True
2150,145,134,165,True
2151,146,148,166,True
2152,145,148,165,True
2153,144,144,164,True
2154,142,144,162,True
2155,142,142,162,True
2156,141,142,161,True
2157,141,142,161,True
2158,139,141,159,True
2159,139,141,159,True
2160,138,141,158,True
2161,138,141,158,True
2162,138,141,158,True
2163,138,141,158,True
2164,138,141,158,True
2165,138,141,158,True
2166,138,141,158,True
2167,138,141,158,True
2168,139,141,159,True
2169,139,141,159,True
2170,139,141,159,True
2171,139,141,159,True
2172,139,141,159,True
2173,139,141,159,True
2174,139,141,159,True
2175,139,141,159,True
2176,139,141,159,True
2177,139,141,159,True
2178,139,141,159,True
2179,139,141,159,True
2180,139,141,159,True
2181,139,141,159,True
2182,139,141,159,True
2183,139,141,159,True
2184,141,141,161,True
2185,141,141,161,True
2186,141,141,161,True
2187,141,141,161,True
2188,141,141,161,True
2189,141,141,161,True
2190,141,141,161,True
2191,141,141,161,True
2192,141,141,161,True
2193,141,141,161,True
2194,141,141,161,True
2195,141,141,161,True
2196,141,141,161,True
2197,141,141,161,True
2198,141,141,161,True
2199,141,141,161,True
2200,139,139,159,True
2201,139,139,159,True
2202,139,139,159,True
2203,139,139,159,True
2204,139,139,159,True
2205,139,139,159,True
2206,139,139,159,True
2207,141,141,161,True
2208,142,141,162,True
2209,142,141,162,True
2210,142,142,162,True
2211,143,143,163,True
2212,143,143,163,True
2213,136,140,156,True
2214,117,126,137,True
2215,111,116,131,True
2216,93,101,113,True
2217,103,100,123,True
2218,122,113,142,True
2219,131,127,151,True
2220,142,138,162,True
2221,142,142,162,True
2222,141,142,161,True
2223,141,141,161,True
2224,142,141,162,True
2225,142,141,162,True
2226,142,142,162,True
2227,142,142,162,True
2228,142,142,162,True
2229,142,142,162,True
2230,142,142,162,True
2231,142,142,162,True
2232,139,142,159,True
2233,138,140,158,True
2234,137,138,157,True
2235,139,139,159,True
2236,141,141,161,True
2237,141,141,161,True
2238,136,138,156,True
2239,132,134,152,True
2240,117,123,137,True
2241,117,120,137,True
2242,121,121,141,True
2243,125,124,145,True
2244,134,131,154,True
2245,137,136,157,True
2246,138,138,158,True
2247,139,139,159,True
2248,139,139,159,True
2249,139,139,159,True
2250,139,139,159,True
2251,139,139,159,True
2252,139,139,159,True
2253,139,139,159,True
2254,139,139,159,True
2255,139,139,159,True
2256,141,141,161,True
2257,141,141,161,True
2258,135,138,155,True
2259,124,130,144,True
2260,102,115,122,True
2261,92,98,112,True
2262,86,89,106,True
2263,87,87,107,True
2264,110,100,130,True
2265,116,114,136,True
2266,124,121,144,True
2267,125,125,145,True
2268,116,121,136,True
2269,105,111,125,True
2270,105,105,125,True
2271,114,110,134,True
2272,142,128,162,True
2273,157,152,177,True
2274,164,163,184,True
2275,159,164,179,True
2276,145,152,165,True
2277,132,138,152,True
2278,122,125,142,True
2279,129,124,149,True
2280,136,134,156,True
2281,137,136,157,True
2282,145,142,165,True
2283,145,146,165,True
2284,140,143,160,True
2285,142,140,162,True
2286,150,146,170,True
2287,148,153,168,True
2288,142,145,162,True
2289,138,141,158,True
2290,138,139,158,True
2291,136,138,156,True
2292,141,140,161,True
2293,139,142,159,True
2294,142,141,162,True
2295,139,139,159,True
2296,138,143,158,True
2297,139,143,159,True
2298,141,143,161,True
2299,139,143,159,True
2300,145,144,165,True
2301,152,150,172,True
2302,159,159,179,True
2303,160,159,180,True
2304,138,151,158,True
2305,120,129,140,True
2306,95,108,115,True
2307,81,86,101,True
2308,80,79,100,True
2309,88,82,108,True
2310,102,96,122,True
2311,106,104,126,True
2312,121,111,141,True
2313,135,128,155,True
2314,142,141,162,True
2315,129,138,149,True
2316,102,115,122,True
2317,88,94,108,True
2318,75,81,95,True
2319,72,72,92,True
2320,78,74,98,True
2321,87,82,107,True
2322,97,93,117,True
2323,102,101,122,True
2324,96,100,116,True
2325,88,93,108,True
2326,75,81,95,True
2327,68,72,88,True
2328,64,65,84,True
2329,78,68,98,True
2330,97,89,117,True
2331,103,102,123,True
2332,104,104,124,True
2333,101,103,121,True
2334,101,101,121,True
2335,104,99,124,True
2336,135,121,155,True
2337,135,139,155,True
2338,121,128,141,True
2339,104,113,124,True
2340,90,96,110,True
2341,92,88,112,True
2342,115,102,135,True
2343,132,125,152,True
2344,141,137,161,True
2345,141,142,161,True
2346,141,141,161,True
2347,141,141,161,True
2348,141,141,161,True
2349,141,141,161,True
2350,139,139,159,True
2351,139,139,159,True
2352,139,140,159,True
2353,139,139,159,True
2354,138,138,158,True
2355,138,138,158,True
2356,139,139,159,True
2357,139,139,159,True
2358,141,139,161,True
2359,141,142,161,True
2360,136,138,156,True
2361,139,137,159,True
2362,141,141,161,True
2363,137,141,157,True
2364,125,131,145,True
2365,117,121,137,True
2366,111,114,131,True
2367,110,109,130,True
2368,125,122,145,True
2369,132,131,152,True
2370,142,139,162,True
2371,143,143,163,True
2372,142,143,162,True
2373,139,141,159,True
2374,141,141,161,True
2375,144,144,164,True
2376,139,141,159,True
2377,139,139,159,True
2378,139,139,159,True
2379,139,139,159,True
2380,139,139,159,True
2381,139,139,159,True
2382,139,139,159,True
2383,138,139,158,True
2384,138,141,158,True
2385,138,141,158,True
2386,138,141,158,True
2387,138,141,158,True
2388,139,141,159,True
2389,139,141,159,True
2390,139,141,159,True
2391,141,141,161,True
2392,141,141,161,True
2393,141,141,161,True
2394,142,141,162,True
2395,142,141,162,True
2396,142,141,162,True
2397,142,141,162,True
2398,142,141,162,True
2399,142,141,162,True
2400,142,142,162,True
2401,142,142,162,True
2402,141,142,161,True
2403,141,142,161,True
2404,141,142,161,True
2405,141,142,161,True
2406,141,142,161,True
2407,141,142,161,True
2408,141,142,161,True
2409,141,142,161,True
2410,141,142,161,True
2411,141,142,161,True
2412,141,142,161,True
2413,141,142,161,True
2414,141,142,161,True
2415,141,142,161,True
2416,141,142,161,True
2417,141,142,161,True
2418,141,142,161,True
2419,141,142,161,True
2420,141,142,161,True
2421,141,142,161,True
2422,139,142,159,True
2423,139,142,159,True
2424,137,142,157,True
2425,137,142,157,True
2426,137,142,157,True
2427,137,142,157,True
2428,138,142,158,True
2429,139,142,159,True
2430,139,142,159,True
2431,139,141,159,True
2432,139,141,159,True
2433,139,141,159,True
2434,139,139,159,True
2435,139,139,159,True
2436,141,139,161,True
2437,142,139,162,True
2438,142,139,162,True
2439,142,139,162,True
2440,141,141,161,True
2441,141,141,161,True
2442,141,141,161,True
2443,141,141,161,True
2444,141,141,161,True
2445,141,141,161,True
2446,139,141,159,True
2447,139,141,159,True
2448,138,141,158,True
2449,138,141,158,True
2450,138,141,158,True
2451,139,141,159,True
2452,139,141,159,True
2453,141,142,161,True
2454,141,142,161,True
2455,141,142,161,True
2456,141,141,161,True
2457,139,141,159,True
2458,139,141,159,True
2459,139,141,159,True
2460,139,141,159,True
2461,139,141,159,True
2462,138,141,158,True
2463,138,141,158,True
2464,137,141,157,True
2465,137,141,157,True
2466,139,141,159,True
2467,139,141,159,True
2468,141,141,161,True
2469,141,141,161,True
2470,139,141,159,True
2471,139,141,159,True
2472,139,141,159,True
2473,139,141,159,True
2474,139,141,159,True
2475,139,141,159,True
2476,139,141,159,True
2477,139,141,159,True
2478,141,141,161,True
2479,141,141,161,True
2480,141,141,161,True
2481,142,141,162,True
2482,142,141,162,True
2483,142,141,162,True
2484,142,141,162,True
2485,142,141,162,True
2486,142,141,162,True
2487,142,141,162,True
2488,142,141,162,True
2489,142,141,162,True
2490,142,141,162,True
2491,142,141,162,True
2492,142,141,162,True
2493,142,141,162,True
2494,142,141,162,True
2495,142,141,162,True
2496,142,142,162,True
2497,142,142,162,True
2498,142,142,162,True
2499,142,142,162,True
2500,142,142,162,True
2501,142,142,162,True
2502,142,142,162,True
2503,142,142,162,True
2504,142,142,162,True
2505,142,142,162,True
2506,142,142,162,True
2507,142,142,162,True
2508,142,142,162,True
2509,142,142,162,True
2510,142,142,162,True
2511,142,142,162,True
2512,141,141,161,True
2513,141,141,161,True
2514,141,141,161,True
2515,141,141,161,True
2516,141,141,161,True
2517,141,141,161,True
2518,141,141,161,True
2519,141,141,161,True
2520,141,141,161,True
2521,141,141,161,True
2522,141,141,161,True
2523,141,141,161,True
2524,141,141,161,True
2525,141,141,161,True
2526,141,141,161,True
2527,141,141,161,True
2528,141,142,161,True
2529,141,142,161,True
2530,141,142,161,True
2531,141,142,161,True
2532,141,142,161,True
2533,141,142,161,True
2534,141,142,161,True
2535,141,142,161,True
2536,141,142,161,True
2537,141,142,161,True
2538,141,142,161,True
2539,141,142,161,True
2540,141,142,161,True
2541,141,142,161,True
2542,141,142,161,True
2543,141,142,161,True
2544,141,143,161,True
2545,141,143,161,True
2546,141,143,161,True
2547,141,143,161,True
2548,141,143,161,True
2549,141,143,161,True
2550,141,143,161,True
2551,141,142,161,True
2552,141,142,161,True
2553,141,142,161,True
2554,141,141,161,True
2555,141,141,161,True
2556,141,141,161,True
2557,141,141,161,True
2558,141,141,161,True
2559,141,141,161,True
2560,142,142,162,True
2561,142,142,162,True
2562,142,142,162,True
2563,142,142,162,True
2564,142,142,162,True
2565,142,142,162,True
2566,142,142,162,True
2567,142,142,162,True
2568,142,142,162,True
2569,142,142,162,True
2570,142,142,162,True
2571,142,142,162,True
2572,142,142,162,True
2573,142,142,162,True
2574,142,142,162,True
2575,142,142,162,True
2576,142,142,162,True
2577,142,142,162,True
2578,142,142,162,True
2579,142,142,162,True
2580,142,142,162,True
2581,142,142,162,True
2582,141,141,161,True
2583,141,141,161,True
2584,141,141,161,True
2585,139,139,159,True
2586,139,139,159,True
2587,139,139,159,True
2588,139,139,159,True
2589,139,139,159,True
2590,139,139,159,True
2591,139,139,159,True
2592,139,139,159,True
2593,139,139,159,True
2594,139,139,159,True
2595,139,139,159,True
2596,141,141,161,True
2597,141,141,161,True
2598,141,141,161,True
2599,141,141,161,True
2600,139,139,159,True
2601,139,139,159,True
2602,139,139,159,True
2603,139,139,159,True
2604,139,139,159,True
2605,139,139,159,True
2606,139,139,159,True
2607,139,139,159,True
2608,141,141,161,True
2609,141,141,161,True
2610,141,141,161,True
2611,141,141,161,True
2612,141,141,161,True
2613,141,141,161,True
2614,141,141,161,True
2615,141,141,161,True
2616,139,142,159,True
2617,139,142,159,True
2618,139,142,159,True
2619,139,142,159,True
2620,139,142,159,True
2621,139,142,159,True
2622,139,142,159,True
2623,139,142,159,True
2624,141,142,161,True
2625,141,142,161,True
2626,141,142,161,True
2627,141,142,161,True
2628,141,142,161,True
2629,141,142,161,True
2630,141,142,161,True
2631,141,142,161,True
2632,141,142,161,True
2633,141,142,161,True
2634,141,142,161,True
2635,141,142,161,True
2636,141,142,161,True
2637,141,142,161,True
2638,141,142,161,True
2639,139,141,159,True
2640,136,141,156,True
2641,135,141,155,True
2642,136,141,156,True
2643,137,141,157,True
2644,138,141,158,True
2645,139,142,159,True
2646,141,142,161,True
2647,143,143,163,True
2648,143,142,163,True
2649,143,143,163,True
2650,144,143,164,True
2651,143,142,163,True
2652,143,142,163,True
2653,142,142,162,True
2654,142,142,162,True
2655,141,142,161,True
2656,141,141,161,True
2657,141,142,161,True
2658,139,142,159,True
2659,139,142,159,True
2660,139,142,159,True
2661,139,142,159,True
2662,139,142,159,True
2663,141,142,161,True
2664,141,142,161,True
2665,141,142,161,True
2666,142,142,162,True
2667,142,142,162,True
2668,142,142,162,True
2669,142,142,162,True
2670,142,142,162,True
2671,142,142,162,True
2672,141,142,161,True
2673,141,142,161,True
2674,141,142,161,True
2675,142,142,162,True
2676,142,142,162,True
2677,143,142,163,True
2678,143,142,163,True
2679,143,142,163,True
2680,142,142,162,True
2681,142,142,162,True
2682,141,142,161,True
2683,141,142,161,True
2684,139,142,159,True
2685,139,142,159,True
2686,138,142,158,True
2687,139,142,159,True
2688,143,142,163,True
2689,144,142,164,True
2690,144,142,164,True
2691,144,142,164,True
2692,144,142,164,True
2693,144,142,164,True
2694,144,142,164,True
2695,144,142,164,True
2696,143,142,163,True
2697,143,142,163,True
2698,143,142,163,True
2699,143,142,163,True
2700,143,142,163,True
2701,143,142,163,True
2702,143,142,163,True
2703,143,142,163,True
2704,143,142,163,True
2705,143,142,163,True
2706,143,142,163,True
2707,143,142,163,True
2708,143,142,163,True
2709,143,142,163,True
2710,143,142,163,True
2711,143,142,163,True
2712,143,142,163,True
2713,143,142,163,True
2714,143,142,163,True
2715,143,142,163,True
2716,143,142,163,True
2717,143,142,163,True
2718,143,142,163,True
2719,143,142,163,True
2720,143,143,163,True
2721,143,143,163,True
2722,143,144,163,True
2723,143,144,163,True
2724,143,144,163,True
2725,143,144,163,True
2726,143,144,163,True
2727,143,144,163,True
2728,144,144,164,True
2729,144,144,164,True
2730,144,144,164,True
2731,144,144,164,True
2732,144,144,164,True
2733,144,144,164,True
2734,144,144,164,True
2735,143,144,163,True
2736,143,144,163,True
2737,143,144,163,True
2738,142,144,162,True
2739,142,144,162,True
2740,142,144,162,True
2741,142,144,162,True
2742,142,144,162,True
2743,142,144,162,True
2744,143,144,163,True
2745,143,144,163,True
2746,143,144,163,True
2747,143,144,163,True
2748,143,144,163,True
2749,143,144,163,True
2750,143,144,163,True
2751,143,144,163,True
2752,142,143,162,True
2753,142,143,162,True
2754,142,143,162,True
2755,142,143,162,True
2756,142,143,162,True
2757,142,143,162,True
2758,142,143,162,True
2759,143,143,163,True
2760,142,143,162,True
2761,142,143,162,True
2762,141,143,161,True
2763,139,143,159,True
2764,139,143,159,True
2765,141,143,161,True
2766,142,143,162,True
2767,143,143,163,True
2768,143,143,163,True
2769,143,143,163,True
2770,143,143,163,True
2771,143,143,163,True
2772,143,143,163,True
2773,143,143,163,True
2774,143,143,163,True
2775,143,143,163,True
2776,144,144,164,True
2777,144,144,164,True
2778,144,144,164,True
2779,144,144,164,True
2780,144,144,164,True
2781,144,144,164,True
2782,144,144,164,True
2783,144,144,164,True
2784,143,144,163,True
2785,143,144,163,True
2786,143,144,163,True
2787,143,144,163,True
2788,143,144,163,True
2789,143,144,163,True
2790,143,144,163,True
2791,143,144,163,True
2792,143,144,163,True
2793,143,144,163,True
2794,143,144,163,True
2795,143,144,163,True
2796,143,144,163,True
2797,143,144,163,True
2798,143,144,163,True
2799,143,144,163,True
2800,143,144,163,True
2801,143,144,163,True
2802,143,144,163,True
2803,143,144,163,True
2804,143,144,163,True
2805,143,144,163,True
2806,143,144,163,True
2807,143,144,163,True
2808,144,144,164,True
2809,144,144,164,True
2810,144,144,164,True
2811,143,144,163,True
2812,143,144,163,True
2813,142,144,162,True
2814,142,144,162,True
2815,142,144,162,True
2816,143,143,163,True
2817,143,143,163,True
2818,143,143,163,True
2819,143,143,163,True
2820,143,143,163,True
2821,143,143,163,True
2822,143,143,163,True
2823,143,143,163,True
2824,142,142,162,True
2825,142,142,162,True
2826,142,142,162,True
2827,142,142,162,True
2828,143,143,163,True
2829,143,143,163,True
2830,143,143,163,True
2831,142,143,162,True
2832,142,144,162,True
2833,142,144,162,True
2834,143,144,163,True
2835,144,144,164,True
2836,144,144,164,True
2837,143,144,163,True
2838,142,144,162,True
2839,142,144,162,True
2840,142,144,162,True
2841,142,144,162,True
2842,143,144,163,True
2843,143,144,163,True
2844,143,144,163,True
2845,143,144,163,True
2846,143,144,163,True
2847,143,144,163,True
2848,144,144,164,True
2849,144,144,164,True
2850,144,144,164,True
2851,144,144,164,True
2852,143,144,163,True
2853,143,144,163,True
2854,143,144,163,True
2855,143,144,163,True
2856,144,144,164,True
2857,144,144,164,True
2858,144,144,164,True
2859,144,144,164,True
2860,145,144,165,True
2861,145,144,165,True
2862,145,144,165,True
2863,145,144,165,True
2864,144,144,164,True
2865,144,144,164,True
2866,144,144,164,True
2867,144,144,164,True
2868,144,144,164,True
2869,144,144,164,True
2870,144,144,164,True
2871,144,144,164,True
2872,144,144,164,True
2873,144,144,164,True
2874,144,144,164,True
2875,144,144,164,True
2876,144,144,164,True
2877,144,144,164,True
2878,144,144,164,True
2879,144,144,164,True
2880,144,145,164,True
2881,144,145,164,True
2882,144,145,164,True
2883,144,145,164,True
2884,144,145,164,True
2885,144,145,164,True
2886,144,145,164,True
2887,144,145,164,True
2888,144,145,164,True
2889,144,145,164,True
2890,144,145,164,True
2891,144,145,164,True
